X,Y1,Y2
"Animóle a esto haber visto que de la refriega de los galeotes se había escapado libre la despensa que sobre su asno venía, cosa que la juzgó a milagro, según fue lo que llevaron y buscaron los galeotes.",0,0
"Ya en esto el cura se había concertado con los cuadrilleros que le acompañasen hasta su lugar, dándoles un tanto cada día.",1,0
Por esa sola gracia,0,1
"estados dio fondo el rucio, y él se halló encima dél sin haber recebido lisión ni daño alguno.",1,0
"A estas razones, sin responder con alguna, se levantó Sancho de la silla, y con pasos quedos, el cuerpo agobiado y el dedo puesto sobre los labios, anduvo por toda la sala levantando los doseles; y luego esto hecho, se volvió a sentar y dijo:",1,0
¡Hallado os le habéis el encajador!,0,1
"Sabed que tenéis aquí en vuestra presencia, y abrid los ojos y veréislo, aquel gran caballero de quien tantas cosas tiene profetizadas el sabio Merlín, aquel don Quijote de la Mancha, digo, que de nuevo y con mayores ventajas que en los pasados siglos ha resucitado en los presentes la ya olvidada andante caballería, por cuyo medio y favor podría ser que nosotros fuésemos desencantados, que las grandes hazañas para los grandes hombres están guardadas».",0,0
¿Y escribístesla vos?,0,1
¡Voto a Rus,0,1
No querría,0,1
"Levantado, pues, en pie don Quijote, temblando de los pies a la cabeza como azogado, con presurosa y turbada lengua dijo:",1,0
"Prosiguió, pues, don Quijote y dijo:",1,0
Debía de estar retirada entonces,0,1
"Sentáronse a la redonda de las pieles seis dellos, que eran los que en la majada había, habiendo primero con groseras ceremonias rogado a don Quijote que se sentase sobre un dornajo que vuelto del revés le pusieron.",1,0
"Y viéndose así, y que el sayo verde se le rasgaba, y pareciéndole que si aquel fiero animal allí allegaba le podía alcanzar, comenzó a dar tantos gritos y a pedir socorro con tanto ahínco, que todos los que le oían y no le veían creyeron que estaba entre los dientes de alguna fiera.",1,0
"Sancho le prometió con muchas veras de coserse la boca o morderse la lengua antes de hablar palabra que no fuese muy a propósito y bien considerada, como él se lo mandaba, y que descuidase acerca de lo tal, que nunca por él se descubriría quién ellos eran.",0,0
Y Sancho dijo:,0,0
"En esto estaban, cuando entró don Antonio, diciendo con muestras de grandísimo contento:",0,0
"Yo callaré, señora mía",0,1
¡Y cómo que no mienten!,0,1
Por lo que tiene de condesa,0,1
"La brumada dueña, que oyó conjurarse, por su temor coligió el de don Quijote, y con voz afligida y baja le respondió:",1,0
A burla tendrá vuesa merced el valor de mi rucio; que rucio es el color de mi jumento.,1,0
No es menester tanto,0,1
"El cura, que era hombre bien hablado, como el que ya tenía noticia de su desgracia, pues por las señas le había conocido, se llegó a él, y con breves aunque muy discretas razones le rogó y persuadió que aquella tan miserable vida dejase, porque allí no la perdiese, que era la desdicha mayor de las desdichas.",1,0
"honesto en las palabras, liberal en las obras, valiente en los hechos, sufrido en los trabajos, caritativo con los menesterosos y, finalmente, mantenedor de la verdad, aunque le cueste la vida el defenderla.",1,0
"dijo a esta sazón Sancho-: ¿entra ahí la aventura de los yangüeses, cuando a nuestro buen Rocinante se le antojó pedir cotufas en el golfo?",0,0
"Abalánzase al señuelo mi fe, que nunca ha podido ni menguar por no llamado ni crecer por escogido.",0,1
"dijo Sancho- es que sentí un olorcillo algo hombruno, y debía de ser que ella, con el mucho ejercicio, estaba sudada y algo correosa.",0,0
Fue el parecer del médico que melancolías y desabrimientos le acababan.,1,0
Si todos los que bien se quieren se hubiesen de casar,0,1
"Todo esto dijo sin parar la que tan hermosa mujer parecía, con tan suelta lengua, con voz tan suave, que no menos les admiró su discreción que su hermosura.",0,0
"La del Señor no me falte, que es la que hace al caso.",0,0
Haya lo que hubiere,0,1
"La causa dese dolor debe de ser, sin duda",0,1
"Porque quiero que sepas, Sancho, que todos o los más caballeros andantes de la edad pasada eran grandes trovadores y grandes músicos, que estas dos habilidades, o gracias, por mejor decir, son anexas a los enamorados andantes.",0,0
"Mas el engañado Anselmo le dijo que en ninguna manera tal hiciese; y, desta manera, por mil maneras era Anselmo el fabricador de su deshonra, creyendo que lo era de su gusto. »En esto, el que tenía Leonela de verse cualificada con sus amores llegó a tanto, que sin mirar a otra cosa se iba tras él a suelta rienda, fiada en que su señora la encubría y aun la advertía del modo que con poco recelo pudiese ponerle en ejecución.",0,0
Tan grandes,0,1
"Seis días estuvo don Quijote en el lecho, marrido, triste, pensativo y mal acondicionado, yendo y viniendo con la imaginación en el desdichado suceso de su vencimiento.",1,0
Ya lo querría ver,0,1
"Así que no está la falta en el vulgo, que pide disparates, sino en aquellos que no saben representar otra cosa.",0,0
El diablo me lleve,0,1
"dijo Sancho Panza-, y agora quiero creer lo que mi amo cuenta de lo que vio en la cueva de Montesinos, donde dice que vio a la señora Dulcinea del Toboso en el mesmo traje y hábito que yo dije que la había visto cuando la encanté por solo mi gusto; y todo debió de ser al revés, como vuesa merced, señora mía, dice, porque de mi ruin ingenio no se puede ni debe presumir que fabricase en un instante tan agudo embuste, ni creo yo que mi amo es tan loco, que con tan flaca y magra persuasión como la mía creyese una cosa tan fuera de todo término.",0,0
Mudó Sancho plática y dijo a su amo:,0,0
"Estas tan buenas partes de la hermosa labradora redujeron a tal término los deseos de don Fernando, que se determinó, para poder alcanzarlo y conquistar la entereza de la labradora, darle palabra de ser su esposo, porque de otra manera era procurar lo imposible.",1,0
Ya os digo,0,1
"señor, cómo llama a esta buena y rara aventura, habiendo quedado della cual quedamos.",1,0
"Yo, señor",0,1
"Aprendan, aprendan mucho de enhoramala a saber rogar y a saber pedir y a tener crianza, que no son todos los tiempos unos, ni están los hombres siempre de un buen humor.",1,0
"Es, pues, el caso que llevaban unos hombres a vender a una feria más de seiscientos puercos, con los cuales caminaban a aquellas horas, y era tanto el ruido que llevaban, y el gruñir y el bufar, que ensordecieron los oídos de don Quijote y de Sancho, que no advirtieron lo que ser podía.",1,0
Y la señora ¿quién es?,0,1
Y cuando lleguemos a esa leña que vuestra merced dice,0,1
"Venía el valeroso combatiente bien informado del duque su señor de cómo se había de portar con el valeroso don Quijote de la Mancha, advertido que en ninguna manera le matase, sino que procurase huir el primer encuentro, por escusar el peligro de su muerte, que estaba cierto si de lleno en lleno le encontrase.",1,0
También la tengo yo,0,1
"Vengo a contender contigo y a probar la fuerza de tus brazos, en razón de hacerte conocer y confesar que mi dama, sea quien fuere, es sin comparación más hermosa que tu Dulcinea del Toboso: la cual verdad si tú la confiesas de llano en llano, escusarás tu muerte y el trabajo que yo he de tomar en dártela; y si tú peleares y yo te venciere, no quiero otra satisfación sino que, dejando las armas y absteniéndote de buscar aventuras, te recojas y retires a tu lugar por tiempo de un año, donde has de vivir sin echar mano a la espada, en paz tranquila y en provechoso sosiego, porque así conviene al aumento de tu hacienda y a",0,0
"Sancho, Sancho",0,1
"Cuenta la historia que desde el juzgado llevaron a Sancho Panza a un suntuoso palacio, adonde en una gran sala estaba puesta una real y limpísima mesa; y así como Sancho entró en la sala, sonaron chirimías y salieron cuatro pajes a darle aguamanos, que Sancho recibió con mucha gravedad.",1,0
Pues ese es el yelmo de Mambrino,0,1
"Pues ¿qué diremos, señor",0,1
"Dejamos en la primera parte desta historia al valeroso vizcaíno y al famoso don Quijote con las espadas altas y desnudas, en guisa de descargar dos furibundos fendientes, tales, que, si en lleno se acertaban, por lo menos se dividirían y fenderían de arriba abajo y abrirían como una granada; y que en aquel punto tan dudoso paró y quedó destroncada tan sabrosa historia, sin que nos diese noticia su autor dónde se podría hallar lo que della faltaba.",1,0
"Comed, amigo, y desayunaos con esta espuma, en tanto que se llega la hora del yantar.",0,0
Fiscal has de decir,0,1
"Si por ventura llegares a conocerle, dile de mi parte que no me tengo por agraviado, que bien sé lo que son tentaciones del demonio, y que una de las mayores es ponerle a un hombre en el entendimiento que puede componer y imprimir un libro con que gane tanta fama como dineros y tantos dineros cuanta fama; y para confirmación desto, quiero que en tu buen donaire y gracia le cuentes este cuento: Había en Sevilla un loco que dio en el más gracioso disparate y tema que dio loco en el mundo, y fue que hizo un cañuto de caña puntiagudo en el fin, y en cogiendo algún perro en la calle, o en cualquiera otra parte, con",0,0
"Con esto dio el cabrero fin a su canto; y aunque don Quijote le rogó que algo más cantase, no lo consintió Sancho Panza, porque estaba más para dormir que para oír canciones, y, ansí, dijo a su amo:",1,0
"Finalmente, en sacándole de la iglesia le llevaron a la silla del juzgado y le sentaron en ella, y el mayordomo del duque le dijo:",1,0
"Que me place, señor mío",0,1
"en el presente si se usaran; pero triunfan ahora, por pecados de las gentes, la pereza, la ociosidad, la gula y el regalo.«Escapado se nos ha nuestro huésped",0,1
"Visto lo cual por Sancho, quedó suspenso y, mirando a todos, preguntó si se había de comer aquella comida como juego de maesecoral.",1,0
Contra ese corte sé yo otro,0,1
"En efecto, quiero decir que este caballero va por alcahuete y por tener asimesmo sus puntas y collar de hechicero.",0,0
"Oyólo don Quijote con ánimo sosegado, pero no lo oyeron así su ama, su sobrina y su escudero, los cuales comenzaron a llorar tiernamente, como si ya le tuvieran muerto delante.",1,0
"Pues a tenerla yo aquí, desgraciado yo, ¿qué nos faltaba?",0,1
"Con esto cobró, a su parecer, tanto ánimo, que si le acometieran todos los arrieros del mundo, no volviera el pie atrás.",0,0
Pues sabed,0,1
"El duque dijo que él se la daba, y que departiese con el señor don Quijote cuanto le viniese en deseo.",0,0
"¿Cómo venís así, marido mío, que me parece que venís a pie y despeado, y más traéis semejanza de desgobernado que de gobernador?",0,0
Así lo digo yo,0,1
"Hemos de matar en los gigantes a la soberbia; a la envidia, en la generosidad y buen pecho; a la ira, en el reposado continente y quietud del ánimo; a la gula y al sueño, en el poco comer que comemos y en el mucho velar que velamos; a la lujuria y lascivia, en la lealtad que guardamos a las que hemos hecho señoras de nuestros pensamientos; a la pereza, con andar por todas las partes del mundo, buscando las ocasiones que nos puedan hacer y hagan, sobre cristianos, famosos caballeros.",0,0
¡Y aun algos!,0,1
"Dime, demonio",0,1
Salió luego el Interés y hizo otras dos mudanzas; callaron los tamborinos y él dijo:,1,0
"Y sacando un pañuelo de la faldriquera, pidió a la Dolorida que le cubriese muy bien los ojos; y habiéndoselos cubierto, se volvió a descubrir y dijo:",0,0
"la fábula como el arte pide no sirven sino para cuatro discretos que las entienden, y todos los demás se quedan ayunos de entender su artificio, y que a ellos les está mejor ganar de comer con los muchos que no opinión con los pocos, deste modo vendrá a ser mi libro, al cabo de haberme quemado las cejas por guardar los preceptos referidos, y vendré a ser el sastre del cantillo ».",0,1
"Tentóse todo el cuerpo y recogió el aliento, por ver si estaba sano o agujereado por alguna parte; y viéndose bueno, entero y católico de salud, no se hartaba de dar gracias a Dios Nuestro Señor de la merced que le había hecho, porque sin duda pensó que estaba hecho mil pedazos.",1,0
"Viendo, pues, ya acabada la pendencia y que su amo volvía a subir sobre Rocinante, llegó a tenerle el estribo y, antes que subiese, se hincó de rodillas delante dél y, asiéndole de la mano, se la besó y le dijo:",1,0
"Y así, considerando esto, estoy por decir que en el alma me pesa de haber tomado este ejercicio de caballero andante en edad tan detestable como es esta en que ahora vivimos; porque aunque a mí ningún peligro me pone miedo, todavía me pone recelo pensar si la pólvora y el estaño me han de quitar la ocasión de hacerme famoso y conocido por el valor de mi brazo y filos de mi espada, por todo lo descubierto de la tierra.",1,0
"Y tú, sol, que ya debes de estar apriesa ensillando tus caballos, por madrugar y salir a ver a mi señora, así como la veas suplícote que de mi parte la saludes; pero guárdate que al verla y saludarla no le des paz en el rostro, que tendré más celos de ti que tú los tuviste de aquella ligera ingrata que tanto te hizo sudar y correr por los llanos de Tesalia o por las riberas de Peneo, que no me acuerdo bien por dónde corriste entonces celoso y enamorado.",1,0
Déosle Dios tan bueno,0,1
"Y si en alguna cosa he andado demasiada, o no tan acertada como debiera, echad la culpa a lo que el señor licenciado dijo al principio de mi cuento: que los trabajos continuos y extraordinarios quitan la memoria al que los padece.",0,0
"Ahora bien, ello dirá».",0,0
Eso es lo que yo digo,0,1
No sé yo lo que me parece,0,1
Mujer cristiana,0,1
"O no lo sabes, señora, o eres falsa y desleal.",0,0
"Quitóse la coroza, viola pintada de diablos; volviósela a poner, diciendo entre sí:",1,0
"templado en el beber, considerando que el vino demasiado ni guarda secreto ni cumple palabra. »Ten cuenta, Sancho, de no mascar a dos carrillos ni de erutar delante de nadie.",0,0
"Todo lo cual visto por don Quijote, dijo:",0,0
"¿Tan encubierta estaba la causa de mi dolor, que ha sido menester decirme que me duele todo todo aquello que alcanzó el palo?",0,0
"Llegóse más, y entre ellos vio una gallarda señora sobre un palafrén o hacanea blanquísima, adornada de guarniciones verdes y con un sillón de plata.",1,0
"¿A qué palacio tengo de guiar, cuerpo del sol",0,1
Preguntó la duquesa a Sancho otro día si había comenzado la tarea de la penitencia que había de hacer por el desencanto de Dulcinea.,1,0
De esa manera,0,1
"Quizá de esta suerte le podrá acontecer a este historiador, que no se atreverá a soltar más la presa de su ingenio en libros que, en siendo malos, son más duros que las peñas.",1,0
"Finalmente, a él le pareció que era menester, en el espacio y lugar que daba la ausencia de Anselmo, apretar el cerco a aquella fortaleza, y, así, acometió a su presunción con las alabanzas de su hermosura, porque no hay cosa que más presto rinda y allane las encastilladas torres de la vanidad de las hermosas que la mesma vanidad, puesta en las lenguas de la adulación.",1,0
"Guió don Quijote, y habiendo andado como docientos pasos, dio con el bulto que hacía la sombra, y vio una gran torre, y luego conoció que el tal edificio no era alcázar, sino la iglesia principal del pueblo.",0,0
"Padre tengo, que os conoce y que me quiere bien, el cual, sin forzar mi voluntad, cumplirá la que será justo que vos tengáis, si es que me estimáis como decís y como yo creo.",0,0
"Grandes fueron y muchos los regalos que los desposados hicieron a don Quijote, obligados de las muestras que había dado defendiendo su causa, y al par de la valentía le graduaron la discreción, teniéndole por un Cid en las armas y por un Cicerón en la elocuencia.",1,0
"dijo don Quijote-, que el amor ni mira respetos ni guarda términos de razón en sus discursos, y tiene la misma condición que la muerte, que así acomete los altos alcázares de los reyes como las humildes chozas de los pastores, y cuando toma entera posesión de una alma, lo primero que hace es quitarle el temor y la vergüenza; y, así, sin ella declaró Altisidora sus deseos, que engendraron en mi pecho antes confusión que lástima.",0,0
"Y, asiéndole del brazo, le tornó a atar a la encina, donde le dio tantos azotes, que le dejó por muerto.",0,0
cabellos semejaban pedazos de apretada nieve; todo lo cual en más admiración y en más deseo de saber quién era ponía a los tres que la miraban.,1,0
¿Por eso no más?,0,1
"respondió Sancho-, pozos hay en el camino, donde la hubiera satisfecho.",0,0
Respondió el medroso villano que para el paso en que estaba y juramento que había hecho,0,0
"Dio la duquesa las cartas de su mujer a Sancho Panza, el cual lloró con ellas y dijo:",1,0
"dijo la duquesa-, señor don Quijote, que no ha de ser así, que le han de servir cuatro doncellas de las mías, hermosas como unas flores.",0,0
"Yo sé lo que digo, señora ama: váyase y no se ponga a disputar conmigo, pues sabe que soy bachiller por Salamanca, que no hay más que bachillear",0,1
"El eclesiástico se sentó frontero, y el duque y la duquesa, a los dos lados.",1,0
preguntó a su ama que hacia qué parte estaba el aposento de sus libros.,1,0
Este que se sigue es Florismarte de Hircania,0,1
"Pusiéronle en las manos una lanza, a la cual se arrimó para poder tenerse en pie.",1,0
"El cura ofreció de hacer cuanto se le mandaba, con toda puntualidad.",0,0
"Mandó Radamanto a Sancho que depusiese la ira, pues ya se había alcanzado el intento que se procuraba.",0,0
"respondió el licenciado-, y, así, sabrá vuestra merced que, aunque denantes dije que yo era licenciado, no soy sino bachiller, y llámome Alonso López; soy natural de Alcobendas; vengo de la ciudad de Baeza, con otros once sacerdotes, que son los que huyeron con las hachas; vamos a la ciudad de Segovia acompañando un cuerpo muerto que va en aquella litera, que es de un caballero que murió en Baeza, donde fue depositado, y ahora, como digo, llevábamos sus huesos a su sepultura, que está en Segovia, de donde es natural.",0,0
Preguntóle la duquesa que con qué se los había dado.,1,0
"Señor, pues ¿qué hemos de hacer nosotros?",0,0
"Don Quijote le preguntó cómo se llamaba, porque él supiese de allí adelante a quién quedaba obligado por la merced recebida, porque pensaba darle alguna parte de la honra que alcanzase por el valor de su brazo.",1,0
"Yo sé, Olalla, que me adoras, puesto que no me lo has dicho ni aun con los ojos siquiera, mudas lenguas de amoríos.",0,1
No es loco,0,1
"Eso fuera si mi amo lo hubiera de las muelas, pero no lo ha sino de los cascos.",0,0
"Por Dios, señores míos",0,1
"Los cuales, así como acabaron de conocer a Sancho Panza y a Rocinante, deseosos de saber de don Quijote, se fueron a él, y el cura le llamó por su nombre, diciéndole:",0,0
Pero es de saber agora si tiene mucha costa el hacelle.,0,0
Al buen pagador no le duelen prendas,0,1
La verdad sea,0,1
"Pidióles consejo qué modo tendría para descubrirse o para conocer primero si, después de descubierto, su hermano, por verle pobre, se afrentaba o le recebía con buenas entrañas.",1,0
"Templóla, abrió la reja y sintió que andaba gente en el jardín; y habiendo recorrido los trastes de la vihuela y afinádola lo mejor que supo, escupió y remondóse el pecho, y luego, con una voz ronquilla aunque entonada, cantó el siguiente romance, que él mismo aquel día había compuesto:",1,0
"dijo Sancho-: lo de hasta aquí son tortas y pan pintado; mas si vuestra merced quiere saber todo lo que hay acerca de las caloñas que le ponen, yo le traeré aquí luego al momento quien se las diga todas, sin que les falte una meaja, que anoche llegó el hijo de Bartolomé Carrasco, que viene de estudiar de Salamanca, hecho bachiller, y yéndole yo a dar la bienvenida me dijo que andaba ya en libros la historia de vuestra merced, con nombre del Ingenioso Hidalgo don Quijote de la Mancha; y dice que me mientan a mí en ella con mi mesmo nombre de Sancho Panza, y a la señora Dulcinea del Toboso, con otras cosas que pasamos nosotros",0,0
No quiera Dios,0,1
"Que el principal asumpto de mi profesión es perdonar a los humildes y castigar a los soberbios, quiero decir, acorrer a los miserables y destruir a los rigurosos.",1,0
"eran dineros y camisas limpias, no por eso se había de creer que no los trujeron, y, así, tuviese por cierto y averiguado que todos los caballeros andantes, de que tantos libros están llenos y atestados, llevaban bien herradas las bolsas, por lo que pudiese sucederles, y que asimismo llevaban camisas y una arqueta pequeña llena de ungüentos para curar las heridas que recebían, porque no todas veces en los campos y desiertos donde se combatían y salían heridos había quien los curase, si ya no era que tenían algún sabio encantador por amigo, que luego los socorría, trayendo por el aire en alguna nube alguna doncella o enano con alguna redoma de agua de tal virtud, que en gustando",1,0
"Digo que dicen que dejó el autor escrito que los había comparado en la amistad a la que tuvieron Niso y Euríalo, y Pílades y Orestes ; y si esto es así, se podía echar de ver, para universal admiración, cuán firme debió ser la amistad destos dos pacíficos animales, y para confusión de los hombres, que tan mal saben guardarse amistad los unos a los otros.",1,0
Tan cerca,0,1
"Pasó adelante don Quijote y preguntó a otro su delito, el cual respondió con no menos, sino con mucha más gallardía que el pasado:",1,0
"Alojáronle en una sala baja, a quien servían de guadameciles unas sargas viejas pintadas, como se usan en las aldeas.",0,0
"Si ya no es que esto sea burla pensada, no me puedo persuadir que hombres de tan buen entendimiento como son o parecen todos los que aquí están, se atrevan a decir y afirmar que esta no es bacía, ni aquella albarda; mas como veo que lo afirman y lo dicen, me doy a entender que no carece de misterio el porfiar una cosa tan contraria de lo que nos muestra la misma verdad y la misma experiencia; porque voto a tal (y arrojóle redondo ) que no me den a mí a entender cuantos hoy viven en el mundo al revés de que esta no sea bacía de barbero y esta albarda de asno.",0,0
Sea por lo que fuere,0,1
"Con todas estas mismas partes la pidió también otro del mismo pueblo, que fue causa de suspender y poner en balanza la voluntad del padre, a quien parecía que con cualquiera de nosotros estaba su hija bien empleada; y, por salir desta confusión, determinó decírselo a Leandra, que así se llama la rica que en miseria me tiene puesto, advirtiendo que, pues los dos éramos iguales, era bien dejar a la voluntad de su querida hija el escoger a su gusto, cosa digna de imitar de todos los padres que a sus hijos quieren poner en estado: no digo yo que los dejen escoger en cosas ruines y malas, sino que se las propongan buenas, y de las buenas, que",0,1
"queriendo; y viva él y viva yo, que ni a él le faltarán imperios que mandar, ni a mí ínsulas que gobernar.",1,0
Doña Rodríguez de Grijalba me llamo,0,1
"Porque quiero que sepáis, amigos, que la gente baldía y perezosa es en la república lo mesmo que los zánganos en las colmenas, que se comen la miel que las trabajadoras abejas hacen .",0,0
"Y también podría ser que, como yo soy nuevo caballero en el mundo, y el primero que ha resucitado el ya olvidado ejercicio de la caballería aventurera, también nuevamente se hayan inventado otros géneros de encantamentos y otros modos de llevar a los encantados.",0,0
Pero Basilio replicó:,0,0
"Que el nombre, la figura y el decir que es caballero andante, a mí y a mi madre nos tiene suspensos.",0,0
"¿Sabes qué imagino, Sancho?",0,0
"Sabida esta ley y la rigurosa condición della, pasaban muchos, y luego en lo que juraban se echaba de ver que decían verdad y los jueces los dejaban pasar libremente.",0,0
"Con estos pensamientos, más honrados que acertados ni provechosos, estuvo otro día escuchando a Lotario, el cual cargó la mano de manera que comenzó a titubear la firmeza de Camila, y su honestidad tuvo harto que hacer en acudir a los ojos, para que no diesen muestra de alguna amorosa compasión que las lágrimas y las razones de Lotario en su pecho habían despertado.",1,0
"Alto, pues; sea ansí",0,1
Debes de ser sin duda casado en tu tierra,0,1
"Así como el cura leyó los dos títulos primeros, volvió el rostro al barbero y dijo:",0,0
«Frestón» diría,0,1
Dado ha señal de quién es nuestro buen caballero: los requesones sin duda le han ablandado los cascos y madurado los sesos.,0,0
¿Cómo que no?,0,1
"Tornaron a su comenzado camino del Puerto Lápice, y a obra de las tres del día le descubrieron.",1,0
¿Vienen muy cerca?,0,1
Jamás la dije,0,1
"dijo don Quijote-, pero has de advertir que no todos los tiempos son unos, ni corren de una misma suerte, y esto que el vulgo suele llamar comúnmente agüeros, que no se fundan sobre natural razón alguna, del que es discreto han de ser tenidos y juzgados por buenos acontecimientos .",0,0
"dijo el del Bosque-, a causa que los gobiernos insulanos no son todos de buena data.",0,0
"¡Por cierto, bien debe de estar en el cuento de nuestros sucesos, pues llama a Teresa Panza, mi mujer, «Mari Gutiérrez»!",0,0
"En resolución, aquella tarde don Antonio Moreno, su huésped, y sus dos amigos, con don Quijote y Sancho, fueron a las galeras.",1,0
Dios lo haga y lo encamine como vee que lo han menester sus hijos.,1,0
"Viendo esto, hablé a doce españoles, todos valientes hombres del remo y de aquellos que más libremente podían salir de la ciudad; y no fue poco hallar tantos en aquella coyuntura, porque estaban veinte bajeles en corso y se habían llevado toda la gente de remo, y estos no se hallaran si no fuera que su amo se quedó aquel verano sin ir en corso, a acabar una galeota que tenía en astillero.",1,0
¡Crueldad notoria!,0,1
"Añadiósele a estas arrogancias ser un poco músico y tocar una guitarra a lo rasgado, de manera que decían algunos que la hacía hablar; pero no pararon aquí sus gracias, que también la tenía de poeta, y, así, de cada niñería que pasaba en el pueblo componía un romance de legua y media de escritura.",1,0
"La cual es que el rey mi padre, que se llamaba Tinacrio el Sabidor, fue muy docto en esto que llaman el arte mágica y alcanzó por su ciencia que mi madre, que se llamaba la reina Jaramilla, había de morir primero que él, y que de allí a poco tiempo él también había de pasar desta vida y yo había de quedar huérfana de padre y madre.",0,0
A esta sazón dijo Sancho:,1,0
dijo a esta sazón el ventero.,0,0
"replicó Sancho-, que al buen pagador no le duelen prendas, y más vale al que Dios ayuda que al que mucho madruga, y tripas llevan pies, que no pies a tripas; quiero decir que si Dios me ayuda, y yo hago lo que debo con buena intención, sin duda que gobernaré mejor que un gerifalte.",0,0
"respondió el primo-: prosiga vuestra merced, señor don Quijote, que le escucho con el mayor gusto del mundo.",0,0
"El mismo día que pareció Leandra, la despareció su padre de nuestros ojos y la llevó a encerrar en un monesterio de una villa que está aquí cerca, esperando que el tiempo gaste alguna parte de la mala opinión en que su hija se puso.",1,0
"Y dad gracias a Dios, Sancho, que ya que os santiguaron con un palo, no os hicieron el per signum crucis con un alfanje.",0,0
Cuando yo quisiese olvidarme de los garrotazos que me han dado,0,1
"Acorredme, señora mía, en esta primera afrenta que a este vuestro avasallado pecho se le ofrece; no me desfallezca en este primero trance vuestro favor y amparo.",0,0
Como haya muchas truchuelas,0,1
"En todos nuestros discursos dimos muy lejos de la verdad del caso, y, así, todo nuestro entretenimiento desde allí adelante era mirar y tener por norte a la ventana donde nos había aparecido la estrella de la caña, pero bien se pasaron quince días en que no la vimos, ni la mano tampoco, ni otra señal alguna.",1,0
No era diablo,0,1
"De que vuestra señoría haya hecho gobernador a Sancho mi consorte ha recebido mucho gusto todo este lugar, puesto que no hay quien lo crea, principalmente el cura y mase Nicolás el barbero y Sansón Carrasco el bachiller; pero a mí no se me da nada, que como ello sea así, como lo es, diga cada uno lo que quisiere: aunque, si va a decir verdad, a no venir los corales y el vestido tampoco yo lo creyera, porque en este pueblo todos tienen a mi marido por un porro, y que, sacado de gobernar un hato de cabras, no pueden imaginar para qué gobierno pueda ser bueno.",1,0
"El arzobispo, persuadido de muchos billetes concertados y discretos, mandó a un capellán suyo se informase del retor de la casa si era verdad loque aquel licenciado le escribía, y que asimesmo hablase con el loco, y que si le pareciese que tenía juicio, le sacase y pusiese en libertad.",0,1
"vuestra merced, digo, en este paraíso, que aquí hallará estrellas y soles que acompañen el cielo que vuestra merced trae consigo, aquí hallará las armas en su punto y la hermosura en su estremo.",1,0
"Pero esta fue mi suerte y esta mi malandanza: no puedo más, seguirle tengo; somos de un mismo lugar, he comido su pan, quiérole bien, es agradecido, diome sus pollinos, y, sobre todo, yo soy fiel, y, así, es imposible que nos pueda apartar otro suceso que el de la pala y azadón.",0,0
Y tan buena,0,1
Una de las cosas,0,1
"Había en Córdoba otro loco, que tenía por costumbre de traer encima de la cabeza un pedazo de losa de mármol o un canto no muy liviano, y en topando algún perro descuidado, se le ponía junto y a plomo dejaba caer sobre él el peso.",1,0
"Sancho sí tomó el que le dieron, con intención de venderle en la primera ocasión que pudiese.",1,0
"No os responderé palabra, fermosa señora",0,1
"respondió don Quijote-, y agradezco mucho la merced que se me hace y la buena opinión que de mí se tiene, la cual procuraré que salga verdadera, o me costará la vida, y aun más, si más costarme puede.",0,0
¿Y es hermosa la dama a quien se la diste?,0,1
"Llamábase Aldonza Lorenzo, y a esta le pareció ser bien darle título de señora de sus pensamientos; y, buscándole nombre que no desdijese mucho del suyo y que tirase y se encaminase al de princesa y gran señora, vino a llamarla «Dulcinea del Toboso» porque era natural del Toboso: nombre, a su parecer, músico y peregrino y significativo, como todos los demás que a él y a sus cosas había puesto.",0,0
No fueron golpes,0,1
¿Y adónde íbades ahora?,0,0
Respondió que con la mano.,1,0
Eso es lo que yo digo también,0,1
Esto es lo que hay que decir de maese Pedro y de su mono.,1,0
"Tomé Cecial, que vio cuán mal había logrado sus deseos y el mal paradero que había tenido su camino, dijo al bachiller:",1,0
"dijo a este punto Sancho-, que así acomete mi señor a cien hombres armados como un muchacho goloso a media docena de badeas.",0,0
"Ahora bien, Dios lo remediará",0,1
No se pueden ni deben llamar engaños,0,1
"dijo Sancho-, la isla que yo no gobernase con los años que tengo no la gobernaré con los años de Matusalén.",0,0
"Yo no sé que haya más que decir: solo me guío por el ejemplo que me da el grande Amadís de Gaula, que hizo a su escudero conde de la Ínsula Firme, y, así, puedo yo sin escrúpulo de conciencia hacer conde a Sancho Panza, que es uno de los mejores escuderos que caballero andante ha tenido.",0,0
Del sahumerio os hago gracia,0,1
Mire vuestra merced,0,1
"dijo don Quijote- que los granos de aquel trigo eran granos de perlas, tocados de sus manos.",0,0
"Con esto, doblando a cada paso los rebuznos, rodearon todo el monte sin que el perdido jumento respondiese, ni aun por señas.",0,1
"Con esta buena fee, el buen capellán pidió al retor mandase dar los vestidos con que allí había entrado el licenciado.",0,1
Pues vayan todos al corral,0,1
"De cuando en cuando rebuznaba un jumento, gruñían puercos, mayaban gatos, cuyas voces, de diferentes sonidos, se aumentaban con el silencio de la noche, todo lo cual tuvo el enamorado caballero a mal agüero; pero, con todo esto, dijo a Sancho:",1,0
"En fin, su grandeza, su contoneo, su negrura y su acompañamiento pudiera y pudo suspender a todos aquellos que sin conocerle le miraron.",1,0
